id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4871721863348803,Mu5Oqe3aX,2215569593,Miss汉谟拉比,小美姐，请问有没有浙大法本法硕的统分群啊？有的话能在评论区发一下吗，我去加你？法硕,,,,,0,0,4,2023-02-21 23:14,新版微博 weibo.com,,,
4871721179939543,Mu5NjFHJd,5665077068,芊蔚Thea,断了后路才能不再摇摆以后就是浙大博0啦,,,,,0,2,11,2023-02-21 23:11,微博轻享版,"['https://wx3.sinaimg.cn/large/006bo5kMly1hbbik7cih7j30ro13177b.jpg', 'https://wx4.sinaimg.cn/large/006bo5kMly1hbbik7c1fxj30u00u0wha.jpg']",,
4871720550538133,Mu5Mj2fZz,5109313107,混子且无奈55,麻烦宿管阿姨找到了因为提前回家而没领到的去年的粮票，然后凑齐了四年的学生节欢乐套餐。坚持四年没有白嫖过浙大一顿饭看到行程卡第一反应这不是我的手机号啊，然后才反应过来是建校年至今。总之，晚来的一点收集纪念。,,,,,0,2,5,2023-02-21 23:09,nova5Pro人像超级夜景,"['https://wx3.sinaimg.cn/large/005zM9JVgy1hbbiflwledj317z1xe4qp.jpg', 'https://wx3.sinaimg.cn/large/005zM9JVgy1hbbifmao23j30qo0c9q4z.jpg']",,
4871720136086151,Mu5LDpxhJ,7629977699,颜木瓜,浙大蹲风景园林专硕的学长学姐!想问一些复试和选导师方向的问题!有偿有偿!提前感谢!!,,,,,0,0,0,2023-02-21 23:07,浙大超话,,,
4871719011485498,Mu5JP6erE,7527054524,杭州租房小梦,杭州租房西湖区地铁2号线三墩地铁紫金上城龙湖天街精装公寓一室一厅一卫民用水电朝南落地窗采光无敌家电家具齐全拎包入住浙大紫金港西湖科技园可押一付一房东直租2000+杭州租房#杭州租房##好房推荐##杭州转租#L杭州租房小松的微博视频,,杭州·三墩[地铁站],,"杭州租房,好房推荐,杭州转租",0,8,1,2023-02-21 23:03,杭州租房超话,,"http://f.video.weibocdn.com/o0/H9YLSp9Blx083kyqjIvK01041200l1yl0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592916&ssig=OLz3iEq1eL&KID=unistore,video",
4871718914754412,Mu5JFjWQ4,7527054524,杭州租房小梦,杭州租房西湖区地铁2号线三墩地铁紫金上城龙湖天街精装公寓一室一厅一卫民用水电朝南落地窗采光无敌家电家具齐全拎包入住浙大紫金港西湖科技园可押一付一房东直租杭州租房#杭州租房##好房推荐##杭州转租#L杭州租房小松的微博视频,,杭州·三墩[地铁站],,"杭州租房,好房推荐,杭州转租",0,4,1,2023-02-21 23:02,杭州租房超话,,"http://f.video.weibocdn.com/o0/H9YLSp9Blx083kyqjIvK01041200l1yl0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592916&ssig=OLz3iEq1eL&KID=unistore,video",
4871718826935939,Mu5Jwt6lZ,3930190433,王玉小主要开心,身边总是有人见不得别人好，总是对别人的生活指手画脚的，真是让人气愤…每个敏感的人都在拼命的不在意别人的言语，我想不到什么好办法，就是离的远点，然后每次都是那万能的两句，关我屁事，关你屁事附上一张美丽的浙大图片，真好,,,,,0,0,5,2023-02-21 23:02,HUAWEI P40 5G,['https://wx4.sinaimg.cn/large/ea41f261gy1hbbi814femj22dc35snpf.jpg'],,
4871718274076430,Mu5IDh6sS,6970896208,云上迎月,嗯..身边有朋友非法硕考了402分应该是拿到浙大都稳进复试的程度但是他报的浙财..嗯..午夜梦回都要懊恼,,,,,0,4,0,2023-02-21 23:00,,,,
4871718060167070,Mu5Ii0HsG,2177850687,小冷呀-,请问这位虽然不太认识但看着还不错的180浙大研究生帅哥可以成为我男朋友吗今年总该轮到我脱单了吧🤗,,,,,0,4,3,2023-02-21 22:59,,['https://wx3.sinaimg.cn/large/81cf5d3fgy1hbbi640dcng2087087qrk.jpg'],,
4871717934075545,Mu5I5h6eB,7017619795,高欣雨通宵了,保研各位大佬拜托拜托，我看浙大对六级的要求是460以上，那我生命科学方向六级473是不是压根入不了营啊我6月再考一次还赶得上吗？,,,,,0,9,2,2023-02-21 22:58,保研超话,,,
4871717790941267,Mu5HR3WRJ,6807424016,杏仁露露露lu,浙江大学想考浙大的土木水利，有无直系学长学姐，给孩子一点建议真的很喜欢浙大,,,,,0,1,0,2023-02-21 22:58,浙江大学超话,,,
4871716004692287,Mu5EYjGG3,3781656935,kingsrosey,担心就业？不存在的！且看2019年浙大管院毕业生“去向”O网页链接,,,,,0,0,0,2023-02-21 22:51,iPhone客户端,,,
4871715970619187,Mu5EV2B4T,5656708646,甜粥芝士,浙江大学出浙大法学资料701802历年真题等,,,,,0,1,0,2023-02-21 22:51,浙江大学超话,,,
4871715669150998,Mu5EqCoAK,5489588781,不用期待了,浙江大学蹲浙大855环境学考研上岸的学长学姐，有些问题想了解一下,,,,,0,7,2,2023-02-21 22:49,浙江大学超话,,,
4871715338064385,Mu5DTxPUJ,3314938095,小胡最爱·库里,杭州租房小孟三墩地铁口200米，龙湖天街，浙大紫金港《国风美域》原户型卫生间朝南超大一室一厨一卫，2500包网包物业拎包入住随时看房,,,,,0,0,0,2023-02-21 22:48,杭州租房小孟超话,"['https://wx4.sinaimg.cn/large/c595f0efgy1hbbhvzxedhj20u014047b.jpg', 'https://wx3.sinaimg.cn/large/c595f0efgy1hbbhw0gdk0j20u0140qaj.jpg', 'https://wx4.sinaimg.cn/large/c595f0efgy1hbbhw0yl65j21400u0n56.jpg', 'https://wx1.sinaimg.cn/large/c595f0efgy1hbbhw1k2thj20u0140459.jpg', 'https://wx4.sinaimg.cn/large/c595f0efgy1hbbhw23uwpj20u0140qa1.jpg']",,
4871715253654795,Mu5DLfkMj,3314938095,小胡最爱·库里,杭州西湖区租房三墩地铁口200米，龙湖天街，浙大紫金港《国风美域》原户型卫生间朝南超大一室一厨一卫，2500包网包物业拎包入住随时看房,,,,,0,0,0,2023-02-21 22:48,杭州西湖区租房超话,"['https://wx3.sinaimg.cn/large/c595f0efgy1hbbhvncb2dj20u014047b.jpg', 'https://wx3.sinaimg.cn/large/c595f0efgy1hbbhvnukyoj20u0140qaj.jpg', 'https://wx2.sinaimg.cn/large/c595f0efgy1hbbhvokyi5j21400u0n56.jpg', 'https://wx3.sinaimg.cn/large/c595f0efgy1hbbhvp16itj20u0140459.jpg', 'https://wx2.sinaimg.cn/large/c595f0efgy1hbbhvpj48pj20u0140qa1.jpg']",,
4871712610458347,Mu5zv1VeH,7512328740,清江浦区张艺谋,浙大考研24考研蹲一个社会学学长学姐,,,,,0,2,0,2023-02-21 22:37,浙大考研超话,,,
4871711919704653,Mu5ynEICF,6449674712,西柚不甜耶,最近在玩dy直播今天有个浙大的进来了当时还不知道他是浙大的他和我说他是浙医大的于是和他聊了一些东西现在想想感觉自己有点愚蠢hhh让我和他互关还送我礼物我就不想互关然后一直在互动于是下播后我点进去他的主页我发现他是浙大的我马上回关别管哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈#ahhh啊哈哈哈#,,,,ahhh啊哈哈哈,0,3,0,2023-02-21 22:34,iPhone,,,
4871711713403083,Mu5y3ehir,6856173263,明笺_,浙江大学蹲一个23浙大会计专硕的群,,,,,0,0,0,2023-02-21 22:34,浙江大学超话,,,
4871710212097878,Mu5vD8NKK,7611631125,西瓜地的小茶茶,浙大新传考研看到嘉琪学姐发的今年浙大广电的成绩，真的太卷了！400+都快20个了吧#浙大广电考研#,,,,浙大广电考研,1,1,2,2023-02-21 22:28,浙大新传考研超话,['https://wx1.sinaimg.cn/large/008j7CXXgy1hbbh9y9p0tj30ks0sg0x4.jpg'],,
4871708727842861,Mu5tewUhL,3934945415,新传派浙大嘉琪学姐,浙大考研来啦！浙大广电初试成绩400分以上的我们班级已有近二十人！真的超级卷（具体看上条哟）浙大新传考研#浙大广电考研#,,,,浙大广电考研,0,2,4,2023-02-21 22:22,浙大考研超话,['https://wx1.sinaimg.cn/large/ea8a8087gy1hbbh3so91hj20ks0sgjz4.jpg'],,
4871707838650186,Mu5rNAij8,2924661775,yueguangwanmei,哈哈哈，我学生今年好几个都去了浙大上海交大的预科班也是很火啊感觉中文不够的都去这个学校尽管其他学校便宜很多但是还是会选择交大呀清华和NUS清华总是被抛弃那个（我难过呀）已经经历了三个学生弃了清华还好，今年终于有个学生坚定地和我说我要去清华了，NUS不申了希望一切顺顺利利的我也可以开心，吹吹牛西部地区对于国外有条件的学生真的没有吸引力呀,,,,,0,0,0,2023-02-21 22:18,iPhone 13,['https://wx4.sinaimg.cn/large/ae52cc0fgy1hbbgwf8dapj20u01sx449.jpg'],,
4871707791983212,Mu5rJ8jVi,5332095539,祺祺77_MM,中午在嘉里中心吃的饭，下午要去浙大开会，本来说西湖边逛几分钟再回来开车走，一溜弯几个人合计说大好春光不如走着过去，这一走，今天走到了17000步，穿的皮鞋。此刻后知后觉腿脚有点累。,,,,,0,0,1,2023-02-21 22:18,iPhone 13 Pro Max,"['https://wx1.sinaimg.cn/large/005OQVCXgy1hbbgzo831cj30u0140dn3.jpg', 'https://wx3.sinaimg.cn/large/005OQVCXgy1hbbgzpg6o4j30u0140k6v.jpg', 'https://wx3.sinaimg.cn/large/005OQVCXgy1hbbgzsxnbaj30u0140tk2.jpg']",,
4871707490260497,Mu5rf15Lz,7342237849,福气满满k-r,浙大考研24考研蹲一个外哲的学长姐,,,,,0,2,0,2023-02-21 22:17,浙大考研超话,,,
4871706026442793,Mu5oSr241,2215569593,Miss汉谟拉比,小美姐，投稿一个浙大法学学硕的统分群～,,,,,1,1,3,2023-02-21 22:11,HUAWEI P40 Pro 5G,['https://wx4.sinaimg.cn/large/840ee8b9ly1hbbgtjpot6j20gu0rsjwy.jpg'],,
4871706009143409,Mu5oQCmCl,5197253868,小排球是最棒的,浙大考研请问有蔬菜的学长学姐吗！想咨询一些问题！,,,,,0,0,0,2023-02-21 22:11,浙大考研超话,,,
4871705568481748,Mu5o8zAuo,6889173818,Echol小小,浙大考研有没有一起准备MEM全日制复试的友友？#工业工程与管理#,,,,工业工程与管理,0,2,0,2023-02-21 22:09,浙大考研超话,,,
4871704972631382,Mu5nbb2xE,3071590703,利妍妍妍妍妍,药学考研蹲浙大药学349考研真题资料什么的,,,,,0,2,0,2023-02-21 22:07,药学考研超话,,,
4871704306521945,Mu5m6rmEF,7600941103,-Antony_,可能是这辈子离浙大最近的一次了,,,,,0,2,1,2023-02-21 22:04,iPhone客户端,['https://wx2.sinaimg.cn/large/008ioM0fly1hbbgkwa1a1j30n01av77l.jpg'],,
4871704067706792,Mu5lIwkT6,6877902319,奔赴破晓海-,朱科祺从最强大脑上见到科祺之后浙大就成了我的目标河北高考真的难会努力,,,,,0,0,3,2023-02-21 22:03,朱科祺超话,,,
4871702552511629,Mu5jhaxo9,7394962639,冲绳流浪猫救助中心,四年前我入学，北纬22度东经E114度的青年在革命。浙大离学校八百米，老师说三年过后不过只是一条河的距离。,,,,,0,0,0,2023-02-21 21:57,iPhone客户端,,,
4871700825509633,Mu5gun7j3,6866294971,零度冰泉,浙大考研20出行管737866资料（pdf版）历年真题+其他笔记等等,,,,,0,0,0,2023-02-21 21:50,浙大考研超话,,,
4871699902499031,Mu5f0au6X,7205024056,刘咣叽,浙大考研低价出浙大行管初试资料、复试资料,,,,,0,3,1,2023-02-21 21:47,浙大考研超话,,,
4871699817831420,Mu5eRwRje,7775702310,kkurian,刚复习完思政和一半的英语躺上床结果发现明天考法语语音然后在b站刷到了浙大考试周简直想死好担心…然后就是这两天的极速复习法每课都只花了两三个小时马马虎虎应该不会挂明天考完思政就是法语英语了疯狂输入,,,,,0,0,0,2023-02-21 21:46,iPhone客户端,['https://wx4.sinaimg.cn/large/008ue3noly1hbbfzyqsc3j30u01sxwik.jpg'],,
4871698027647980,Mu5bYw5Aw,6234894797,木木无边,#浙江大学考研#出浙大886，737考研资料,,,,浙江大学考研,0,1,0,2023-02-21 21:39,OPPO Reno6 5G,,,
4871697624731340,Mu5bkjQPW,5846578996,一个小胖陶,浙江大学蹲浙大高分子材料复试大神指导,,,,,0,3,0,2023-02-21 21:38,浙江大学超话,,,
4871697243310767,Mu5aIdTht,7330842801,offer播报酱,酱，报个南洋理工MCGG的offer！bg：浙大，无奖学金，有一段ngo实习，85+，雅思7.5（6）,,,,,0,0,7,2023-02-21 21:36,Redmi 10X 4G版,,,
4871697206086521,Mu5aEpxnH,5251633371,几一椰洁,西溪的船西溪的梅浙大的烤肉,,,,,1,0,4,2023-02-21 21:36,微博轻享版,"['https://wx1.sinaimg.cn/large/005JpjK3gy1hbbfsd4rm3j33dg28ze84.jpg', 'https://wx1.sinaimg.cn/large/005JpjK3gy1hbbfskloz3j33lf2ea1l1.jpg', 'https://wx4.sinaimg.cn/large/005JpjK3ly1hbbfsojsikj33g02aou10.jpg', 'https://wx1.sinaimg.cn/large/005JpjK3ly1hbbfspn5m5j32bb1jj7ub.jpg', 'https://wx3.sinaimg.cn/large/005JpjK3ly1hbbfsqxes4j32c51k4njm.jpg', 'https://wx4.sinaimg.cn/large/005JpjK3ly1hbbfsuj3trj33wa2lj7wi.jpg', 'https://wx4.sinaimg.cn/large/005JpjK3ly1hbbfswd7rkj33lv2el4qq.jpg', 'https://wx2.sinaimg.cn/large/005JpjK3ly1hbbfsz55koj33ys2n6x6q.jpg', 'https://wx1.sinaimg.cn/large/005JpjK3ly1hbbft2vsdgj34802tc4qs.jpg']",,
4871694872740804,Mu56Tbv0w,7437042702,杭州租房猫哥哥,虾龙圩地铁站🚉直达班车🚌浙大紫金港校区，小吃一条街天虹公寓，浙港国际旁《港湾家园》整租两室两卫120平，随时看房，领包入住#杭州租房#杭州西湖区租房L杭州租房猫哥哥的微博视频,,杭州·港湾家园,,杭州租房,0,1,2,2023-02-21 21:27,杭州西湖区租房超话,,"http://f.video.weibocdn.com/o0/CsXzHyp5lx083krYzU6c01041200gZk90E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592952&ssig=wN%2B%2BpoTPB7&KID=unistore,video",
4871694777321432,Mu56JuIDC,7437042702,杭州租房猫哥哥,虾龙圩地铁站🚉直达班车🚌浙大紫金港校区，小吃一条街天虹公寓，浙港国际旁《港湾家园》整租两室两卫120平，随时看房，领包入住#杭州租房#杭州求租L杭州租房猫哥哥的微博视频,,杭州·港湾家园,,杭州租房,0,1,2,2023-02-21 21:26,杭州求租超话,,"http://f.video.weibocdn.com/o0/dhn8EtwNlx083krXSJ0c01041200gZk90E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592965&ssig=oOAi7njbPz&KID=unistore,video",
4871694693696882,Mu56BfvJ8,7437042702,杭州租房猫哥哥,虾龙圩地铁站🚉直达班车🚌浙大紫金港校区，小吃一条街天虹公寓，浙港国际旁《港湾家园》整租两室两卫120平，随时看房，领包入住#杭州租房#杭州西湖区租房L杭州租房猫哥哥的微博视频,,杭州·港湾家园,,杭州租房,0,1,2,2023-02-21 21:26,杭州西湖区租房超话,,"http://f.video.weibocdn.com/o0/dEJwQ9p7lx083krUr74Q01041200h2Cr0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592965&ssig=cBcK2Y0NT7&KID=unistore,video",
4871694626591072,Mu56urEDC,7437042702,杭州租房猫哥哥,虾龙圩地铁站🚉直达班车🚌浙大紫金港校区，小吃一条街天虹公寓，浙港国际旁《港湾家园》整租两室两卫120平，随时看房，领包入住#杭州租房#李白租房L杭州租房猫哥哥的微博视频,,杭州·港湾家园,,杭州租房,0,1,2,2023-02-21 21:26,李白租房超话,,"http://f.video.weibocdn.com/o0/gTQ3QK3blx083krWG54401041200h2Cr0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592965&ssig=BADlbiYgTa&KID=unistore,video",
4871694591984635,Mu56r8kif,7437042702,杭州租房猫哥哥,虾龙圩地铁站🚉直达班车🚌浙大紫金港校区，小吃一条街天虹公寓，浙港国际旁《港湾家园》整租两室两卫120平，随时看房，领包入住#杭州租房#杭州租房无中介L杭州租房猫哥哥的微博视频,,杭州·港湾家园,,杭州租房,0,1,2,2023-02-21 21:26,杭州租房无中介超话,,"http://f.video.weibocdn.com/o0/ZaCr8PaNlx083krTD3P201041200h0yC0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592965&ssig=V7arGuMmJH&KID=unistore,video",
4871694487650754,Mu56gw6jg,7437042702,杭州租房猫哥哥,虾龙圩地铁站🚉直达班车🚌浙大紫金港校区，小吃一条街天虹公寓，浙港国际旁《港湾家园》整租两室两卫120平，随时看房，领包入住#杭州租房#杭州租房小孟L杭州租房猫哥哥的微博视频,,杭州·港湾家园,,杭州租房,0,1,2,2023-02-21 21:25,杭州租房小孟超话,,"http://f.video.weibocdn.com/o0/bj2u54oplx083krS75jy01041200gZk90E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677592965&ssig=0fzpzZobHh&KID=unistore,video",
4871694123271994,Mu55GdJc6,6417285558,kakokottur,最让我生气讨厌的是大人对于没读那个书搞得好像天崩地裂了我给别人话的结尾是迈向人生新阶段别人给我的结尾就是加油吧社会很卷某某保研浙大,,,,,0,2,0,2023-02-21 21:24,iPhone客户端,,,
4871693149936254,Mu546FGSa,5513174386,HsYin9,好多忘记拍照📷浙大食堂好吃还要去浙大人也好还要见杭州果然是美食荒漠,,,,,0,2,4,2023-02-21 21:20,iPhone 12,"['https://wx3.sinaimg.cn/large/00616Ivwly1hbbf8h5ucdj32c02c0hdv.jpg', 'https://wx1.sinaimg.cn/large/00616Ivwly1hbbf8lgl4gj32c02c0x6r.jpg', 'https://wx3.sinaimg.cn/large/00616Ivwly1hbbf8qx6zfj33402c07wk.jpg', 'https://wx2.sinaimg.cn/large/00616Ivwly1hbbf8wko5kj33402c0hdw.jpg', 'https://wx4.sinaimg.cn/large/00616Ivwly1hbbf91dpljj32c02c0e83.jpg', 'https://wx4.sinaimg.cn/large/00616Ivwly1hbbf8bx8l6j32c02c0e83.jpg', 'https://wx2.sinaimg.cn/large/00616Ivwly1hbbf95gs0bj32c02c0kjm.jpg', 'https://wx3.sinaimg.cn/large/00616Ivwly1hbbf9bdwj7j32c02c0hdv.jpg', 'https://wx4.sinaimg.cn/large/00616Ivwly1hbbf9gqsm0j32c02c04qs.jpg']",,
4871691886926055,Mu524t3Mz,7262379273,期待世界上所有人都不正常,我也要当个热血笨蛋。打算考浙大或者中国农大。考不上第二年就考本校。,,,,,0,0,0,2023-02-21 21:15,OPPO Find X3 Pro,,,
4871691034955686,Mu50HkNcq,3108715461,明日焰火n,今天在杭师大晓风书屋点了杯奶盖找了个靠窗位置在那坐了一会，听到隔壁桌两人的谈话。猜测是指导老师和学生的关系。谈话内容大致是讨论这个女生是该留在本校直博还是去南京。导师的意思大概是去南京有很大不确定性，如果去了那未必能找到各方面合适的学校。而杭师大虽比不上浙大，可也不差。学校氛围比较包容，鼓励学生发挥个人所长。如果去南京未必就能在自己擅长的领域发挥。并且不建议她过早进入家庭，因为有了孩子会占据自己大部分的时间和精力，无法再专心做研究。另外猜测是女生的男朋友在南京，所以她需要做出选择。而她还在考虑。老师的意思是如果去南京还是在一定程度上为对方做出一定妥协了。而且现在还是男朋友，还不是老公，未来又有很大的不确实性。需要考虑清楚，机会稍纵即逝。还是不得不感慨一句，为什么在绝大部分时候需要做出选择做出让步和牺牲的永远都是女生呢？,,,,,0,0,0,2023-02-21 21:11,华为手机,,,
4871690897593683,Mu50tvRsL,7259952325,沐熙遥箖,有一个同学考浙大的研究生，初试427，好厉害,,,,,0,1,2,2023-02-21 21:11,Redmi K40,,,
4871690897855573,Mu50twXAN,7591529989,litseee,一个朋友考浙大的物理方面的研究生专业课好像就扣了几分还是满分英语37他说他要洋人都去死（然而还申请了美硕哈哈哈哈哈哈哈托福还没考下来哈哈哈哈哈哈哈笑死我了,,,,,0,7,2,2023-02-21 21:11,iPhone 13 Pro Max,,,
4871690704394692,Mu50airg8,6664446427,berber茶,原来教主是浙大的人……抱紧教主大腿!!!!,,,,,0,0,0,2023-02-21 21:10,HUAWEI P30 Pro,,,
4871689681503183,Mu4Yw6j2T,1862238994,俺是马甲俺怕谁,2023.2.19徒步：浙大-五步岭-沈公岭-塘高岭。红色的是圣女果，黄色的是剩男果。14年了，无数次路过万寿禅院，今天进去一探究竟。,,舟山·高道山,,,0,0,0,2023-02-21 21:06,Redmi Note 8 Pro四摄,"['https://wx4.sinaimg.cn/large/6eff8312gy1hbbexi2wcmj22jf1wkhdv.jpg', 'https://wx2.sinaimg.cn/large/6eff8312gy1hbbexj4b8yj23kg2oghdu.jpg', 'https://wx2.sinaimg.cn/large/6eff8312gy1hbbexkdzqbj23kg2ogu0y.jpg', 'https://wx1.sinaimg.cn/large/6eff8312gy1hbbexlsxdyj23kg2og4qr.jpg', 'https://wx2.sinaimg.cn/large/6eff8312gy1hbbexn1jodj22og3kg4qq.jpg', 'https://wx4.sinaimg.cn/large/6eff8312gy1hbbexoft4sj23kg2og4qr.jpg', 'https://wx3.sinaimg.cn/large/6eff8312gy1hbbexpiwf3j22og3kghdt.jpg', 'https://wx3.sinaimg.cn/large/6eff8312gy1hbbexrod0jj23kg2og4qq.jpg', 'https://wx4.sinaimg.cn/large/6eff8312gy1hbbexszoggj23kg2ogkjn.jpg']",,
4871686840914970,Mu4TW3Q1A,1779903340,Xylia何欣,为数不多的几次解压体验，都是爬山带来的。一次是在毕业后来杭州的第一年，和大学同学骑着自行车从武林广场绕着浙大玉泉，植物园，一直骑到云栖竹径，意犹未尽又爬了山，海拔200多米，畅快淋漓。一次是在外企工作去青岛出差，崂山的秋天，在脚下，盼着到山顶便能看见海，连缆车都不屑坐，从天亮爬到天黑。一次是去西安，华山山顶的落日，彼时有喜欢的人在身边，那一刻的神往，难再续写，青春青涩年纪特有的记忆。回来又有过几次爬山的想法，尤其是住在西湖边的那段时间。每天加班熬夜到半夜，周末就想着放空爬个山，宝石山上俯瞰西湖，如此想了很多年都没实现。以后应该不会再主动提爬山了。,,,,,0,0,0,2023-02-21 20:55,iPhone 13 Pro,,,
